IfcBuildingElement
IfcBuildingElement;IfcBeam
IfcBuildingElement;IfcBeam;IfcBeamStandardCase
IfcBuildingElement;IfcBuildingElementProxy;IfcBuildingElementProxyTypeEnum;provisionforvoid
IfcBuildingElement;IfcBuildingElementProxy;IfcBuildingElementProxyTypeEnum;userdefined
IfcBuildingElement;IfcChimney
IfcBuildingElement;IfcChimney;IfcChimneyTypeEnum
IfcBuildingElement;IfcChimney;IfcChimneyTypeEnum;notdefined
IfcBuildingElement;IfcChimney;IfcChimneyTypeEnum;userdefined
IfcBuildingElement;IfcColumn
IfcBuildingElement;IfcColumn;IfcColumnStandardCase
IfcBuildingElement;IfcColumn;IfcColumnStandardCase;IfcColumnTypeEnum
IfcBuildingElement;IfcColumn;IfcColumnStandardCase;IfcColumnTypeEnum;column
IfcBuildingElement;IfcColumn;IfcColumnStandardCase;IfcColumnTypeEnum;notdefined
IfcBuildingElement;IfcColumn;IfcColumnStandardCase;IfcColumnTypeEnum;pilaster
IfcBuildingElement;IfcColumn;IfcColumnStandardCase;IfcColumnTypeEnum;userdefined
IfcBuildingElement;IfcColumn;IfcColumnTypeEnum
IfcBuildingElement;IfcColumn;IfcColumnTypeEnum;column
IfcBuildingElement;IfcColumn;IfcColumnTypeEnum;notdefined
IfcBuildingElement;IfcColumn;IfcColumnTypeEnum;pilaster
IfcBuildingElement;IfcColumn;IfcColumnTypeEnum;userdefined
IfcBuildingElement;IfcCovering
IfcBuildingElement;IfcCovering;IfcCoveringTypeEnum
IfcBuildingElement;IfcCovering;IfcCoveringTypeEnum;ceiling
IfcBuildingElement;IfcCovering;IfcCoveringTypeEnum;cladding
IfcBuildingElement;IfcCovering;IfcCoveringTypeEnum;flooring
IfcBuildingElement;IfcCovering;IfcCoveringTypeEnum;insulation
IfcBuildingElement;IfcCovering;IfcCoveringTypeEnum;membrane
IfcBuildingElement;IfcCovering;IfcCoveringTypeEnum;molding
IfcBuildingElement;IfcCovering;IfcCoveringTypeEnum;notdefined
IfcBuildingElement;IfcCovering;IfcCoveringTypeEnum;roofing
IfcBuildingElement;IfcCovering;IfcCoveringTypeEnum;skirtingboard
IfcBuildingElement;IfcCovering;IfcCoveringTypeEnum;sleeving
IfcBuildingElement;IfcCovering;IfcCoveringTypeEnum;userdefined
IfcBuildingElement;IfcCovering;IfcCoveringTypeEnum;wrapping
IfcBuildingElement;IfcCurtainWall
IfcBuildingElement;IfcCurtainWall;IfcCurtainWallTypeEnum
IfcBuildingElement;IfcCurtainWall;IfcCurtainWallTypeEnum;notdefined
IfcBuildingElement;IfcCurtainWall;IfcCurtainWallTypeEnum;userdefined
IfcBuildingElement;IfcDoor
IfcBuildingElement;IfcDoor;IfcDoorStandardCase
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeEnum
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeEnum;door
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeEnum;gate
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeEnum;notdefined
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeEnum;trapdoor
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeEnum;userdefined
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;double_door_double_swing
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;double_door_folding
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;double_door_single_swing
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;double_door_single_swing_opposite_left
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;double_door_single_swing_opposite_right
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;double_door_sliding
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;double_swing_left
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;double_swing_right
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;folding_to_left
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;folding_to_right
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;notdefined
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;revolving
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;rollingup
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;single_swing_left
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;single_swing_right
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;sliding_to_left
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;sliding_to_right
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;swing_fixed_left
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;swing_fixed_right
IfcBuildingElement;IfcDoor;IfcDoorStandardCase;IfcDoorTypeOperationEnum;userdefined
IfcBuildingElement;IfcDoor;IfcDoorTypeEnum
IfcBuildingElement;IfcDoor;IfcDoorTypeEnum;door
IfcBuildingElement;IfcDoor;IfcDoorTypeEnum;gate
IfcBuildingElement;IfcDoor;IfcDoorTypeEnum;notdefined
IfcBuildingElement;IfcDoor;IfcDoorTypeEnum;trapdoor
IfcBuildingElement;IfcDoor;IfcDoorTypeEnum;userdefined
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;double_door_double_swing
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;double_door_folding
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;double_door_single_swing
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;double_door_single_swing_opposite_left
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;double_door_single_swing_opposite_right
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;double_door_sliding
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;double_swing_left
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;double_swing_right
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;folding_to_left
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;folding_to_right
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;notdefined
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;revolving
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;rollingup
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;single_swing_left
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;single_swing_right
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;sliding_to_left
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;sliding_to_right
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;swing_fixed_left
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;swing_fixed_right
IfcBuildingElement;IfcDoor;IfcDoorTypeOperationEnum;userdefined
IfcBuildingElement;IfcFooting
IfcBuildingElement;IfcFooting;IfcFootingTypeEnum
IfcBuildingElement;IfcFooting;IfcFootingTypeEnum;caisson_foundation
IfcBuildingElement;IfcFooting;IfcFootingTypeEnum;footing_beam
IfcBuildingElement;IfcFooting;IfcFootingTypeEnum;notdefined
IfcBuildingElement;IfcFooting;IfcFootingTypeEnum;pad_footing
IfcBuildingElement;IfcFooting;IfcFootingTypeEnum;pile_cap
IfcBuildingElement;IfcFooting;IfcFootingTypeEnum;strip_footing
IfcBuildingElement;IfcFooting;IfcFootingTypeEnum;userdefined
IfcBuildingElement;IfcMember
IfcBuildingElement;IfcMember;IfcMemberStandardCase
IfcBuildingElement;IfcMember;IfcMemberStandardCase;IfcMemberTypeEnum
IfcBuildingElement;IfcMember;IfcMemberStandardCase;IfcMemberTypeEnum;brace
IfcBuildingElement;IfcMember;IfcMemberStandardCase;IfcMemberTypeEnum;chord
IfcBuildingElement;IfcMember;IfcMemberStandardCase;IfcMemberTypeEnum;collar
IfcBuildingElement;IfcMember;IfcMemberStandardCase;IfcMemberTypeEnum;member
IfcBuildingElement;IfcMember;IfcMemberStandardCase;IfcMemberTypeEnum;mullion
IfcBuildingElement;IfcMember;IfcMemberStandardCase;IfcMemberTypeEnum;notdefined
IfcBuildingElement;IfcMember;IfcMemberStandardCase;IfcMemberTypeEnum;plate
IfcBuildingElement;IfcMember;IfcMemberStandardCase;IfcMemberTypeEnum;post
IfcBuildingElement;IfcMember;IfcMemberStandardCase;IfcMemberTypeEnum;purlin
IfcBuildingElement;IfcMember;IfcMemberStandardCase;IfcMemberTypeEnum;rafter
IfcBuildingElement;IfcMember;IfcMemberStandardCase;IfcMemberTypeEnum;stringer
IfcBuildingElement;IfcMember;IfcMemberStandardCase;IfcMemberTypeEnum;strut
IfcBuildingElement;IfcMember;IfcMemberStandardCase;IfcMemberTypeEnum;stud
IfcBuildingElement;IfcMember;IfcMemberStandardCase;IfcMemberTypeEnum;userdefined
IfcBuildingElement;IfcMember;IfcMemberTypeEnum
IfcBuildingElement;IfcMember;IfcMemberTypeEnum;brace
IfcBuildingElement;IfcMember;IfcMemberTypeEnum;chord
IfcBuildingElement;IfcMember;IfcMemberTypeEnum;collar
IfcBuildingElement;IfcMember;IfcMemberTypeEnum;member
IfcBuildingElement;IfcMember;IfcMemberTypeEnum;mullion
IfcBuildingElement;IfcMember;IfcMemberTypeEnum;notdefined
IfcBuildingElement;IfcMember;IfcMemberTypeEnum;plate
IfcBuildingElement;IfcMember;IfcMemberTypeEnum;post
IfcBuildingElement;IfcMember;IfcMemberTypeEnum;purlin
IfcBuildingElement;IfcMember;IfcMemberTypeEnum;rafter
IfcBuildingElement;IfcMember;IfcMemberTypeEnum;stringer
IfcBuildingElement;IfcMember;IfcMemberTypeEnum;strut
IfcBuildingElement;IfcMember;IfcMemberTypeEnum;stud
IfcBuildingElement;IfcMember;IfcMemberTypeEnum;userdefined
IfcBuildingElement;IfcPile
IfcBuildingElement;IfcPile;IfcPileConstructionEnum
IfcBuildingElement;IfcPile;IfcPileConstructionEnum;cast_in_place
IfcBuildingElement;IfcPile;IfcPileConstructionEnum;composite
IfcBuildingElement;IfcPile;IfcPileConstructionEnum;notdefined
IfcBuildingElement;IfcPile;IfcPileConstructionEnum;precast_concrete
IfcBuildingElement;IfcPile;IfcPileConstructionEnum;prefab_steel
IfcBuildingElement;IfcPile;IfcPileConstructionEnum;userdefined
IfcBuildingElement;IfcPile;IfcPileTypeEnum
IfcBuildingElement;IfcPile;IfcPileTypeEnum;bored
IfcBuildingElement;IfcPile;IfcPileTypeEnum;cohesion
IfcBuildingElement;IfcPile;IfcPileTypeEnum;driven
IfcBuildingElement;IfcPile;IfcPileTypeEnum;friction
IfcBuildingElement;IfcPile;IfcPileTypeEnum;jetgrouting
IfcBuildingElement;IfcPile;IfcPileTypeEnum;notdefined
IfcBuildingElement;IfcPile;IfcPileTypeEnum;support
IfcBuildingElement;IfcPile;IfcPileTypeEnum;userdefined
IfcBuildingElement;IfcPlate
IfcBuildingElement;IfcPlate;IfcPlateStandardCase
IfcBuildingElement;IfcPlate;IfcPlateStandardCase;IfcPlateTypeEnum
IfcBuildingElement;IfcPlate;IfcPlateStandardCase;IfcPlateTypeEnum;curtain_panel
IfcBuildingElement;IfcPlate;IfcPlateStandardCase;IfcPlateTypeEnum;notdefined
IfcBuildingElement;IfcPlate;IfcPlateStandardCase;IfcPlateTypeEnum;sheet
IfcBuildingElement;IfcPlate;IfcPlateStandardCase;IfcPlateTypeEnum;userdefined
IfcBuildingElement;IfcPlate;IfcPlateTypeEnum
IfcBuildingElement;IfcPlate;IfcPlateTypeEnum;curtain_panel
IfcBuildingElement;IfcPlate;IfcPlateTypeEnum;notdefined
IfcBuildingElement;IfcPlate;IfcPlateTypeEnum;sheet
IfcBuildingElement;IfcPlate;IfcPlateTypeEnum;userdefined
IfcBuildingElement;IfcRailing
IfcBuildingElement;IfcRailing;IfcRailingTypeEnum
IfcBuildingElement;IfcRailing;IfcRailingTypeEnum;balustrade
IfcBuildingElement;IfcRailing;IfcRailingTypeEnum;guardrail
IfcBuildingElement;IfcRailing;IfcRailingTypeEnum;handrail
IfcBuildingElement;IfcRailing;IfcRailingTypeEnum;notdefined
IfcBuildingElement;IfcRailing;IfcRailingTypeEnum;userdefined
IfcBuildingElement;IfcRamp
IfcBuildingElement;IfcRamp;IfcRampTypeEnum
IfcBuildingElement;IfcRamp;IfcRampTypeEnum;half_turn_ramp
IfcBuildingElement;IfcRamp;IfcRampTypeEnum;notdefined
IfcBuildingElement;IfcRamp;IfcRampTypeEnum;quarter_turn_ramp
IfcBuildingElement;IfcRamp;IfcRampTypeEnum;spiral_ramp
IfcBuildingElement;IfcRamp;IfcRampTypeEnum;straight_run_ramp
IfcBuildingElement;IfcRamp;IfcRampTypeEnum;two_quarter_turn_ramp
IfcBuildingElement;IfcRamp;IfcRampTypeEnum;two_straight_run_ramp
IfcBuildingElement;IfcRamp;IfcRampTypeEnum;userdefined
IfcBuildingElement;IfcRampFlight
IfcBuildingElement;IfcRampFlight;IfcRampFlightTypeEnum
IfcBuildingElement;IfcRampFlight;IfcRampFlightTypeEnum;notdefined
IfcBuildingElement;IfcRampFlight;IfcRampFlightTypeEnum;spiral
IfcBuildingElement;IfcRampFlight;IfcRampFlightTypeEnum;straight
IfcBuildingElement;IfcRampFlight;IfcRampFlightTypeEnum;userdefined
IfcBuildingElement;IfcRoof
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum;barrel_roof
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum;butterfly_roof
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum;dome_roof
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum;flat_roof
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum;freeform
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum;gable_roof
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum;gambrel_roof
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum;hip_roof
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum;hipped_gable_roof
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum;mansard_roof
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum;notdefined
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum;pavilion_roof
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum;rainbow_roof
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum;shed_roof
IfcBuildingElement;IfcRoof;IfcRoofTypeEnum;userdefined
IfcBuildingElement;IfcShadingDevice
IfcBuildingElement;IfcShadingDevice;IfcShadingDeviceTypeEnum
IfcBuildingElement;IfcShadingDevice;IfcShadingDeviceTypeEnum;awning
IfcBuildingElement;IfcShadingDevice;IfcShadingDeviceTypeEnum;jalousie
IfcBuildingElement;IfcShadingDevice;IfcShadingDeviceTypeEnum;notdefined
IfcBuildingElement;IfcShadingDevice;IfcShadingDeviceTypeEnum;shutter
IfcBuildingElement;IfcShadingDevice;IfcShadingDeviceTypeEnum;userdefined
IfcBuildingElement;IfcSlab
IfcBuildingElement;IfcSlab;IfcSlabElementedCase
IfcBuildingElement;IfcSlab;IfcSlabElementedCase;IfcSlabTypeEnum
IfcBuildingElement;IfcSlab;IfcSlabElementedCase;IfcSlabTypeEnum;baseslab
IfcBuildingElement;IfcSlab;IfcSlabElementedCase;IfcSlabTypeEnum;floor
IfcBuildingElement;IfcSlab;IfcSlabElementedCase;IfcSlabTypeEnum;landing
IfcBuildingElement;IfcSlab;IfcSlabElementedCase;IfcSlabTypeEnum;notdefined
IfcBuildingElement;IfcSlab;IfcSlabElementedCase;IfcSlabTypeEnum;roof
IfcBuildingElement;IfcSlab;IfcSlabElementedCase;IfcSlabTypeEnum;userdefined
IfcBuildingElement;IfcSlab;IfcSlabStandardCase
IfcBuildingElement;IfcSlab;IfcSlabStandardCase;IfcSlabTypeEnum
IfcBuildingElement;IfcSlab;IfcSlabStandardCase;IfcSlabTypeEnum;baseslab
IfcBuildingElement;IfcSlab;IfcSlabStandardCase;IfcSlabTypeEnum;floor
IfcBuildingElement;IfcSlab;IfcSlabStandardCase;IfcSlabTypeEnum;landing
IfcBuildingElement;IfcSlab;IfcSlabStandardCase;IfcSlabTypeEnum;notdefined
IfcBuildingElement;IfcSlab;IfcSlabStandardCase;IfcSlabTypeEnum;roof
IfcBuildingElement;IfcSlab;IfcSlabStandardCase;IfcSlabTypeEnum;userdefined
IfcBuildingElement;IfcSlab;IfcSlabTypeEnum
IfcBuildingElement;IfcSlab;IfcSlabTypeEnum;baseslab
IfcBuildingElement;IfcSlab;IfcSlabTypeEnum;floor
IfcBuildingElement;IfcSlab;IfcSlabTypeEnum;landing
IfcBuildingElement;IfcSlab;IfcSlabTypeEnum;notdefined
IfcBuildingElement;IfcSlab;IfcSlabTypeEnum;roof
IfcBuildingElement;IfcSlab;IfcSlabTypeEnum;userdefined
IfcBuildingElement;IfcStair
IfcBuildingElement;IfcStair;IfcStairTypeEnum
IfcBuildingElement;IfcStair;IfcStairTypeEnum;curved_run_stair
IfcBuildingElement;IfcStair;IfcStairTypeEnum;double_return_stair
IfcBuildingElement;IfcStair;IfcStairTypeEnum;half_turn_stair
IfcBuildingElement;IfcStair;IfcStairTypeEnum;half_winding_stair
IfcBuildingElement;IfcStair;IfcStairTypeEnum;notdefined
IfcBuildingElement;IfcStair;IfcStairTypeEnum;quarter_turn_stair
IfcBuildingElement;IfcStair;IfcStairTypeEnum;quarter_winding_stair
IfcBuildingElement;IfcStair;IfcStairTypeEnum;spiral_stair
IfcBuildingElement;IfcStair;IfcStairTypeEnum;straight_run_stair
IfcBuildingElement;IfcStair;IfcStairTypeEnum;three_quarter_turn_stair
IfcBuildingElement;IfcStair;IfcStairTypeEnum;three_quarter_winding_stair
IfcBuildingElement;IfcStair;IfcStairTypeEnum;two_curved_run_stair
IfcBuildingElement;IfcStair;IfcStairTypeEnum;two_quarter_turn_stair
IfcBuildingElement;IfcStair;IfcStairTypeEnum;two_quarter_winding_stair
IfcBuildingElement;IfcStair;IfcStairTypeEnum;two_straight_run_stair
IfcBuildingElement;IfcStair;IfcStairTypeEnum;userdefined
IfcBuildingElement;IfcStairFlight
IfcBuildingElement;IfcStairFlight;IfcStairFlightTypeEnum
IfcBuildingElement;IfcStairFlight;IfcStairFlightTypeEnum;curved
IfcBuildingElement;IfcStairFlight;IfcStairFlightTypeEnum;freeform
IfcBuildingElement;IfcStairFlight;IfcStairFlightTypeEnum;notdefined
IfcBuildingElement;IfcStairFlight;IfcStairFlightTypeEnum;spiral
IfcBuildingElement;IfcStairFlight;IfcStairFlightTypeEnum;straight
IfcBuildingElement;IfcStairFlight;IfcStairFlightTypeEnum;userdefined
IfcBuildingElement;IfcStairFlight;IfcStairFlightTypeEnum;winder
IfcBuildingElement;IfcWall
IfcBuildingElement;IfcWall;IfcWallElementedCase
IfcBuildingElement;IfcWall;IfcWallElementedCase;IfcWallTypeEnum
IfcBuildingElement;IfcWall;IfcWallElementedCase;IfcWallTypeEnum;elementedwall
IfcBuildingElement;IfcWall;IfcWallElementedCase;IfcWallTypeEnum;movable
IfcBuildingElement;IfcWall;IfcWallElementedCase;IfcWallTypeEnum;notdefined
IfcBuildingElement;IfcWall;IfcWallElementedCase;IfcWallTypeEnum;parapet
IfcBuildingElement;IfcWall;IfcWallElementedCase;IfcWallTypeEnum;partitioning
IfcBuildingElement;IfcWall;IfcWallElementedCase;IfcWallTypeEnum;plumbingwall
IfcBuildingElement;IfcWall;IfcWallElementedCase;IfcWallTypeEnum;polygonal
IfcBuildingElement;IfcWall;IfcWallElementedCase;IfcWallTypeEnum;shear
IfcBuildingElement;IfcWall;IfcWallElementedCase;IfcWallTypeEnum;solidwall
IfcBuildingElement;IfcWall;IfcWallElementedCase;IfcWallTypeEnum;standard
IfcBuildingElement;IfcWall;IfcWallElementedCase;IfcWallTypeEnum;userdefined
IfcBuildingElement;IfcWall;IfcWallStandardCase
IfcBuildingElement;IfcWall;IfcWallStandardCase;IfcWallTypeEnum
IfcBuildingElement;IfcWall;IfcWallStandardCase;IfcWallTypeEnum;elementedwall
IfcBuildingElement;IfcWall;IfcWallStandardCase;IfcWallTypeEnum;movable
IfcBuildingElement;IfcWall;IfcWallStandardCase;IfcWallTypeEnum;notdefined
IfcBuildingElement;IfcWall;IfcWallStandardCase;IfcWallTypeEnum;parapet
IfcBuildingElement;IfcWall;IfcWallStandardCase;IfcWallTypeEnum;partitioning
IfcBuildingElement;IfcWall;IfcWallStandardCase;IfcWallTypeEnum;plumbingwall
IfcBuildingElement;IfcWall;IfcWallStandardCase;IfcWallTypeEnum;polygonal
IfcBuildingElement;IfcWall;IfcWallStandardCase;IfcWallTypeEnum;shear
IfcBuildingElement;IfcWall;IfcWallStandardCase;IfcWallTypeEnum;solidwall
IfcBuildingElement;IfcWall;IfcWallStandardCase;IfcWallTypeEnum;standard
IfcBuildingElement;IfcWall;IfcWallStandardCase;IfcWallTypeEnum;userdefined
IfcBuildingElement;IfcWall;IfcWallTypeEnum
IfcBuildingElement;IfcWall;IfcWallTypeEnum;elementedwall
IfcBuildingElement;IfcWall;IfcWallTypeEnum;movable
IfcBuildingElement;IfcWall;IfcWallTypeEnum;notdefined
IfcBuildingElement;IfcWall;IfcWallTypeEnum;parapet
IfcBuildingElement;IfcWall;IfcWallTypeEnum;partitioning
IfcBuildingElement;IfcWall;IfcWallTypeEnum;plumbingwall
IfcBuildingElement;IfcWall;IfcWallTypeEnum;polygonal
IfcBuildingElement;IfcWall;IfcWallTypeEnum;shear
IfcBuildingElement;IfcWall;IfcWallTypeEnum;solidwall
IfcBuildingElement;IfcWall;IfcWallTypeEnum;standard
IfcBuildingElement;IfcWall;IfcWallTypeEnum;userdefined
IfcBuildingElement;IfcWindow
IfcBuildingElement;IfcWindow;IfcWindowStandardCase
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypeEnum
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypeEnum;lightdome
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypeEnum;notdefined
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypeEnum;skylight
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypeEnum;userdefined
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypeEnum;window
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypePartitioningEnum
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypePartitioningEnum;double_panel_horizontal
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypePartitioningEnum;double_panel_vertical
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypePartitioningEnum;notdefined
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypePartitioningEnum;single_panel
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypePartitioningEnum;triple_panel_bottom
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypePartitioningEnum;triple_panel_horizontal
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypePartitioningEnum;triple_panel_left
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypePartitioningEnum;triple_panel_right
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypePartitioningEnum;triple_panel_top
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypePartitioningEnum;triple_panel_vertical
IfcBuildingElement;IfcWindow;IfcWindowStandardCase;IfcWindowTypePartitioningEnum;userdefined
IfcBuildingElement;IfcWindow;IfcWindowTypeEnum
IfcBuildingElement;IfcWindow;IfcWindowTypeEnum;lightdome
IfcBuildingElement;IfcWindow;IfcWindowTypeEnum;notdefined
IfcBuildingElement;IfcWindow;IfcWindowTypeEnum;skylight
IfcBuildingElement;IfcWindow;IfcWindowTypeEnum;userdefined
IfcBuildingElement;IfcWindow;IfcWindowTypeEnum;window
IfcBuildingElement;IfcWindow;IfcWindowTypePartitioningEnum
IfcBuildingElement;IfcWindow;IfcWindowTypePartitioningEnum;double_panel_horizontal
IfcBuildingElement;IfcWindow;IfcWindowTypePartitioningEnum;double_panel_vertical
IfcBuildingElement;IfcWindow;IfcWindowTypePartitioningEnum;notdefined
IfcBuildingElement;IfcWindow;IfcWindowTypePartitioningEnum;single_panel
IfcBuildingElement;IfcWindow;IfcWindowTypePartitioningEnum;triple_panel_bottom
IfcBuildingElement;IfcWindow;IfcWindowTypePartitioningEnum;triple_panel_horizontal
IfcBuildingElement;IfcWindow;IfcWindowTypePartitioningEnum;triple_panel_left
IfcBuildingElement;IfcWindow;IfcWindowTypePartitioningEnum;triple_panel_right
IfcBuildingElement;IfcWindow;IfcWindowTypePartitioningEnum;triple_panel_top
IfcBuildingElement;IfcWindow;IfcWindowTypePartitioningEnum;triple_panel_vertical
