SL;40;05;27;Esport spaces
SL;40;05;42;Indoor fairground spaces
SL;40;05;43;Indoor play spaces
SL;40;05;58;Observation decks
SL;40;05;59;Outdoor activity areas
SL;40;05;60;Outdoor fairground spaces
SL;40;05;68;Public gardens
SL;40;05;79;Sensory gardens
SL;40;05;81;Soft play rooms
SL;40;20;;Dining spaces
SL;40;20;06;Bars
SL;40;20;09;Beverage stations
SL;40;20;22;Dining halls
SL;40;20;27;Enclosed dining areas
SL;40;20;28;Food courts
SL;40;20;42;Indoor dining rooms
SL;40;20;43;Informal dining spaces
SL;40;20;59;Outdoor dining areas
SL;40;35;;Historic spaces
SL;40;35;65;Protected historic zones
SL;40;55;;Outdoor play and social areas
SL;40;55;04;Artificial grass play areas
SL;40;55;34;Grass play and social areas
SL;40;55;36;Hard play and social areas
SL;40;55;59;Outdoor seating areas
SL;40;55;61;Playgrounds
SL;40;55;64;Play equipment areas
SL;40;55;97;Woodland play and social areas
SL;40;60;;Performing arts spaces
SL;40;60;05;Auditoriums
SL;40;60;06;Bandstands
SL;40;60;11;Catwalks
SL;40;60;13;Circus rings
SL;40;60;21;Dance floors
SL;40;60;31;Fixed stages
SL;40;60;40;Indoor theatre spaces
SL;40;60;52;Mobile stages
SL;40;60;58;Orchestra pits
SL;40;60;59;Outdoor theatre spaces
SL;40;60;78;Sound recording studios
SL;40;60;80;Sound shells
SL;40;60;81;Sound stages
SL;40;65;;Performing arts ancillary spaces
SL;40;65;04;Audience lobbies
SL;40;65;24;Dressing rooms
SL;40;65;35;Green rooms
SL;40;65;47;Lighting and audio control spaces
SL;40;65;66;Projection booths
SL;40;65;70;Recording control spaces
SL;40;65;72;Rehearsal rooms
SL;40;65;76;Scenery control booths
SL;40;65;79;Sound control spaces
SL;40;65;80;Sound locks
SL;40;65;85;Stage wings
SL;42;;;Sport and activity spaces
SL;42;15;;Courts, pitches and field sports spaces
SL;42;15;04;Artificial grass pitches
SL;42;15;17;Cricket fields
SL;42;15;18;Cricket pitches
SL;42;15;32;Grass athletics areas
SL;42;15;33;Grass pitches
SL;42;15;34;Grass tennis courts
SL;42;15;36;Hard outdoor tennis courts
SL;42;15;37;High jump areas
SL;42;15;44;Javelin throwing areas
SL;42;15;47;Long jump tracks and pits
SL;42;15;55;Multi-use games courts
SL;42;15;59;Outdoor sports courts
SL;42;15;60;Outdoor sports pitches and fields
SL;42;15;65;Pole vaulting areas
SL;42;15;72;Rounders fields
SL;42;15;74;Running tracks
SL;42;15;78;Shot put and hammer throwing areas
SL;42;40;;Indoor activity spaces
SL;42;40;09;Bouldering spaces
SL;42;40;14;Climbing wall spaces
SL;42;40;20;Cycle tracks
SL;42;40;23;Dojo
SL;42;40;30;Fitness rooms
SL;42;40;35;Gymnasiums
SL;42;40;37;Gymnastics areas
SL;42;40;42;Indoor sports courts
SL;42;40;79;Snooker, billiards and pool halls
SL;42;40;82;Sports halls
SL;42;40;83;Squash courts
SL;42;40;90;Ten pin bowling alleys
SL;42;55;;Outdoor activity spaces
SL;42;55;01;Archery ranges
SL;42;55;06;Ball-stop net areas
SL;42;55;07;BMX cycling tracks
SL;42;55;08;Bowling greens
SL;42;55;17;Cross-country cycling courses
SL;42;55;18;Cross-country equestrian courses
SL;42;55;19;Cross-country rallying courses
SL;42;55;20;Cross-country running courses
SL;42;55;21;Cycling trails
SL;42;55;23;Dog racing tracks
SL;42;55;26;Equestrian arenas
SL;42;55;35;Golf fairways
SL;42;55;39;Horse racing courses
SL;42;55;52;Mobility training trails
SL;42;55;53;Motor racing tracks
SL;42;55;56;Nature trails
SL;42;55;58;Outdoor climbing areas
SL;42;55;60;Parkour courses
SL;42;55;65;Putting greens
